Time (UTC),Time (Local),Name,Unit,Quantity,Mass (g),Ingredients,Calories (kcal),Carbs (g),Fat (g),Protein (g),Saturated Fat (g),Trans Fat (g),Monounsaturated Fat (g),Polyunsaturated Fat (g),Cholesterol (mg),Sodium (mg),Fiber (g),Sugar (g),Sugar Added (g),Vitamin D (mg),Calcium (mg),Iron (mg),Potassium (mg),Vitamin A (IU),Vitamin C (mg),Alcohol (g),Sugar Alcohol (g),Vitamin B12 (µg),Vitamin B12 Added (µg),Vitamin B6 (mg),Vitamin E (mg),Vitamin E Added (mg),Magnesium (mg),Phosphorus (mg),Iodine (µg)
2025-07-13T21:45:30.618Z,2025-07-13T17:45:30,"Kirkland Soft & Chewy Granola Bar","bar",1,24,"null",100,17,3,1,0,0,0,0,0,0,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T17:10:48.000Z,2025-07-13T13:10:48,"pork banh mi","sandwich",1,200,"null",450,50,15,20,0,0,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T17:10:48.000Z,2025-07-13T13:10:48,"beef pho","bowl",1,400,"null",350,40,10,25,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T16:58:26.252Z,2025-07-13T12:58:26,"Rice Paper Wrapper","piece",1,10,"null",35,8,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T16:58:26.252Z,2025-07-13T12:58:26,"Lettuce","leaf",1,5,"null",1,0.2,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T16:58:26.252Z,2025-07-13T12:58:26,"Beef","grams",30,30,"null",85,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T16:58:26.252Z,2025-07-13T12:58:26,"Avocado","fruit",0.25,50,"null",80,4,7,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T16:55:08.491Z,2025-07-13T12:55:08,"Iced Coffee with Milk and Sugar","cup",1,240,"null",120,24,2,2,0,0,0,0,0,0,0,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T14:06:59.962Z,2025-07-13T10:06:59,"matcha","kg",0.005,5,"null",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T14:06:59.962Z,2025-07-13T10:06:59,"pea protein milk","cup",1,240,"null",70,6,3,8,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T13:55:01.316Z,2025-07-13T09:55:01,"Whole grain toast","slice",1,28,"null",69,11.5,1,3.5,0,0,0,0,0,0,1.9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T13:55:01.316Z,2025-07-13T09:55:01,"Avocado","avocado",0.25,50,"null",80,4,7.5,1,0,0,0,0,0,0,3.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T13:55:01.316Z,2025-07-13T09:55:01,"Fried egg","large egg",1,46,"null",90,0.6,7,6.3,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13T13:55:01.316Z,2025-07-13T09:55:01,"Blackberries","cup",0.5,72,"null",31,7,0.4,1,0,0,0,0,0,0,3.8,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T22:20:49.000Z,2025-07-12T18:20:49,"ginger ale","cup",1,240,"null",100,26,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T22:20:49.000Z,2025-07-12T18:20:49,"pepperoni pizza","slice",1,100,"null",285,36,12,12,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T22:00:55.000Z,2025-07-12T18:00:55,"blue doritos","cup",1,28,"null",150,15,9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T22:00:55.000Z,2025-07-12T18:00:55,"ginger ale","cup",0.5,120,"null",60,15,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T21:26:49.838Z,2025-07-12T17:26:49,"Tortilla Chips","cup",1,28,"null",140,19,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T16:14:36.442Z,2025-07-12T12:14:36,"Tuna Sushi Roll","pieces",4,120,"null",200,30,2,15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T16:14:36.442Z,2025-07-12T12:14:36,"Avocado Sushi Roll","pieces",2,100,"null",180,28,7,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T16:14:36.442Z,2025-07-12T12:14:36,"Soy Sauce","tablespoon",1,15,"null",10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T15:58:42.253Z,2025-07-12T11:58:42,"Miso Soup","bowl",1,240,"null",35,5,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T15:58:42.253Z,2025-07-12T11:58:42,"Seaweed Salad","bowl",1,100,"null",70,14,2,2,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T15:58:42.253Z,2025-07-12T11:58:42,"Salad with Dressing","bowl",1,150,"null",80,10,4,2,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T06:52:15.245Z,2025-07-12T02:52:15,"French Fries","medium",1,117,"null",365,48.1,17.1,3.4,0,0,0,0,0,0,4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12T06:51:49.947Z,2025-07-12T02:51:49,"Cookies & Cream Milkshake","shake",1,400,"null",600,80,30,10,0,0,0,0,0,0,2,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T22:42:40.016Z,2025-07-11T18:42:40,"Iced Coffee with Milk and Sugar","cup",1,240,"null",120,24,2,2,0,0,0,0,0,0,0,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T22:42:40.016Z,2025-07-11T18:42:40,"Slice of Cake with Cream","slice",1,150,"null",350,45,18,4,0,0,0,0,0,0,1,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T22:19:00.000Z,2025-07-11T18:19:00,"Ground Beef","cup",0.5,115,"null",230,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T22:19:00.000Z,2025-07-11T18:19:00,"Tomato Sauce","cup",0.25,60,"null",30,7,0.2,1,0,0,0,0,0,0,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T22:19:00.000Z,2025-07-11T18:19:00,"Spaghetti","cup",1,140,"null",220,43,1.3,8,0,0,0,0,0,0,2.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T19:29:32.000Z,2025-07-11T15:29:32,"Cocovia cocoa flavanols","cup",1,240,"null",60,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T19:29:32.000Z,2025-07-11T15:29:32,"Pea protein milk","cup",1,240,"null",70,6,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T19:29:32.000Z,2025-07-11T15:29:32,"Honey","teaspoon",1,5,"null",21,5.8,0,0,0,0,0,0,0,0,0,5.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T19:29:32.000Z,2025-07-11T15:29:32,"Ground flaxseeds","tablespoon",1,14,"null",55,3,4.3,1.9,0,0,0,0,0,0,3.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T16:50:59.585Z,2025-07-11T12:50:59,"Cooked Buckwheat","g",130,130,"null",118.5294,25.6176,0.7647,4.3588,0,0,0,0,0,0,3.4412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T16:50:59.585Z,2025-07-11T12:50:59,"Grilled Fish","fillet",1,150,"null",232,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T13:25:12.000Z,2025-07-11T09:25:12,"matcha","g",1,4,"null",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T13:25:12.000Z,2025-07-11T09:25:12,"Ripple Pea Protein Milk","cup",1,240,"null",100,4,3,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T12:24:23.407Z,2025-07-11T08:24:23,"strawberry","cup",1,150,"null",50,12,0.5,1,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T12:24:23.407Z,2025-07-11T08:24:23,"multigrain sourdough","piece",1,70,"null",200,36,3,8,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T12:24:23.407Z,2025-07-11T08:24:23,"avocado","fruit",0.5,100,"null",160,8,15,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T12:24:23.407Z,2025-07-11T08:24:23,"egg","large",1,50,"null",70,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-11T12:24:23.407Z,2025-07-11T08:24:23,"olive oil","tablespoon",0.25,3.5,"null",30,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T23:40:53.000Z,2025-07-10T19:40:53,"Doritos","oz",3,85.05000000000001,"null",450,45,27,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T23:40:53.000Z,2025-07-10T19:40:53,"Coconut Water","cup",2,480,"null",92,18,0,2,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T23:10:13.749Z,2025-07-10T19:10:13,"Green Grapes","cup",1,151,"null",34.5,9.05,0.08,0.36,0.027,0,0.0035,0.024,0,1,0.45,7.74,0,0,5,0.18,95.5,0,1.6,0,0,0,0,0.043,0.095,0,3.5,10,0
2025-07-10T23:10:13.749Z,2025-07-10T19:10:13,"Fried Chicken Drumstick","g",117,117,"null",249.6,6.24,17.16,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T17:05:20.867Z,2025-07-10T13:05:20,"pork thighs","g",115,115,"null",250,0,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T17:05:20.867Z,2025-07-10T13:05:20,"cabbage","g",60,60,"null",14,3,0.1,1,0,0,0,0,0,0,1.4,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T17:05:20.867Z,2025-07-10T13:05:20,"tomato sauce","g",40,40,"null",20,4.5,0.1,0.8,0,0,0,0,0,0,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T17:05:20.867Z,2025-07-10T13:05:20,"buckwheat","cup",1,100,"null",343,72.9,3.4,13.3,0,0,0,0,0,0,10,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T14:03:28.000Z,2025-07-10T10:03:28,"matcha","kg",0.004,4,"null",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T14:03:28.000Z,2025-07-10T10:03:28,"ripple pea protein milk","cup",1,240,"null",100,5,4,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T12:11:03.530Z,2025-07-10T08:11:03,"Fried Chicken Breast","g",168,168,"null",305.76,9.24,16.8,28.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T12:11:03.530Z,2025-07-10T08:11:03,"Strawberries","cup",1,144,"null",46.08,11.0592,0.432,0.9648,0.0216,0,0.0619,0.2232,0,1.44,2.88,7.0416,0,0,23.04,0.5904,220.32,17.28,84.672,0,0,0,0,0.0677,0.4176,0,18.72,34.56,0
2025-07-10T11:06:28.263Z,2025-07-10T07:06:28,"peach","medium",1,150,"null",58,14,0.4,1,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10T00:12:36.466Z,2025-07-09T20:12:36,"Grilled Fish Fillet","fillet",1,150,"null",232,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-09T23:11:12.389Z,2025-07-09T19:11:12,"Herr's Kettle Cooked Potato Chips, Honey Jalapeño","oz",1,28,"null",150,15,9,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-09T23:09:20.566Z,2025-07-09T19:09:20,"Chocolate-filled pastry","piece",1,50,"null",200,25,10,3,0,0,0,0,0,0,1,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-09T20:07:32.713Z,2025-07-09T16:07:32,"Peach","medium peach",1,150,"null",59,14.7,0.4,1.4,0,0,0,0,0,0,2.3,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-09T17:49:25.467Z,2025-07-09T13:49:25,"buckwheat","g",100,100,"null",100,20,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-09T17:49:25.467Z,2025-07-09T13:49:25,"Fried Chicken Gizzards","cup, cooked, diced",1,145,"null",221.85,0,3.857,43.703,0.9628,0,0.7598,0.5075,532.15,548.1,0,0,0,0,24.65,4.5965,258.1,0,0,0,0,1.4935,0,0.1015,0.29,0,4.35,271.15,0
2025-07-09T14:31:48.824Z,2025-07-09T10:31:48,"ripple pea protein milk","cup",1,240,"null",70,6,4,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-09T14:31:48.824Z,2025-07-09T10:31:48,"cocoa via cocoflavanols","cup",1,100,"null",50,12,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-09T12:12:54.652Z,2025-07-09T08:12:54,"egg","egg",3,150,"null",210,1,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-09T12:12:54.652Z,2025-07-09T08:12:54,"olive oil","tbsp",0.5,7,"null",60,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-09T12:12:54.652Z,2025-07-09T08:12:54,"sriracha","tbsp",1,15,"null",5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-09T10:31:11.877Z,2025-07-09T06:31:11,"mixed nuts unsalted","cup",1,30,"null",173,6,15,5,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-09T10:31:11.877Z,2025-07-09T06:31:11,"watermelon","cup",1,152,"null",46,12,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08T23:40:22.454Z,2025-07-08T19:40:22,"Pork Ribs","rib (meat only) (yield from 141g cooked rib)",0.3,24,"null",62.9776,0,3.6359,7.0729,1.2968,0.0286,1.5961,0.4154,26.7719,15.2982,0,0,0,0.306,8.414,0.3544,75.7261,0,0,0,0,0.2397,0,0.1252,0.0281,0,5.8643,53.0338,0
2025-07-08T23:40:22.454Z,2025-07-08T19:40:22,"spinach","cup",1,30,"null",7,1.1,0.1,0.9,0,0,0,0,0,0,0.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08T23:40:22.454Z,2025-07-08T19:40:22,"tahini caesar dressing","tablespoon",1,15,"null",89,3.5,8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08T23:00:57.060Z,2025-07-08T19:00:57,"mixed nuts unsalted","serving",1,30,"null",173,6,15,5,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08T20:13:42.145Z,2025-07-08T16:13:42,"watermelon","cup",1,152,"null",46,11.6,0.2,0.9,0,0,0,0,0,0,0.4,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08T18:36:47.220Z,2025-07-08T14:36:47,"Pork Ribs","ribs",3,150,"null",450,0,36,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08T18:36:47.220Z,2025-07-08T14:36:47,"Peach","medium peach",1,150,"null",59,15,0.4,1,0,0,0,0,0,0,2.3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08T16:15:38.623Z,2025-07-08T12:15:38,"Cocovia Cocoflavanols","serving",1,5,"null",20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08T16:15:38.623Z,2025-07-08T12:15:38,"Ripple Pea Protein Milk","cup",1,240,"null",100,15,4,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08T16:15:38.623Z,2025-07-08T12:15:38,"Honey","teaspoon",1,4,"null",12,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08T16:15:38.623Z,2025-07-08T12:15:38,"Ground Chia and Flax Seeds","tablespoon",1,12,"null",60,4,4,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08T12:56:23.421Z,2025-07-08T08:56:23,"Matcha","kg",0.004,4,"null",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08T12:56:23.421Z,2025-07-08T08:56:23,"Ripple Pea Protein Milk","cup",1,240,"null",100,6,4,8,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08T12:06:19.543Z,2025-07-08T08:06:19,"Eggs","egg",4,240,"null",320,2,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08T12:06:19.543Z,2025-07-08T08:06:19,"Olive Oil","tablespoon",0.5,6.75,"null",60,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08T12:06:19.543Z,2025-07-08T08:06:19,"Sriracha","tablespoon",1,15,"null",5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08T12:06:19.543Z,2025-07-08T08:06:19,"White Rice","cup",1,158,"null",205,45,0.4,4,0,0,0,0,0,0,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08T12:06:19.543Z,2025-07-08T08:06:19,"Grapes","cup",1,151,"null",104,27,0.2,1,0,0,0,0,0,0,1.4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08T10:37:06.893Z,2025-07-08T06:37:06,"watermelon","cup",1,152,"null",46,11.6,0.2,0.9,0,0,0,0,0,0,0.4,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08T00:19:38.410Z,2025-07-07T20:19:38,"lamb chop","piece",0.5,42.5,"null",125,0,9,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-07T18:50:09.288Z,2025-07-07T14:50:09,"tomato sauce","g",100,100,"null",28,6,0.4,0.8,0,0,0,0,0,0,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-07T18:50:09.288Z,2025-07-07T14:50:09,"red grapes","cup",1,150,"null",104,27,0,1,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-07T18:50:09.288Z,2025-07-07T14:50:09,"chickpeas","cup",0.5,60,"null",105,17.5,1.5,5.5,0,0,0,0,0,0,4.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-07T18:50:09.288Z,2025-07-07T14:50:09,"penne pasta","cup",1,200,"null",200,42,1,7,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-07T18:50:09.288Z,2025-07-07T14:50:09,"white cabbage","cup",1,60,"null",14,3,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-07T18:50:09.288Z,2025-07-07T14:50:09,"pork thighs","cup",1,150,"null",300,0,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-07T15:10:25.792Z,2025-07-07T11:10:25,"Cocoa Flavanols","oz",1,28.3,"null",74.429,17.0366,3.1979,0,0,0,0,0,0,127.633,4.245,0,0,0,0,10.6408,384.88,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-07T15:10:25.792Z,2025-07-07T11:10:25,"Honey","gram",4,4,"null",63.84,17.304,0,0.063,0,0,0,0,0,0.84,0.042,17.2452,0,0,1.26,0.0882,10.92,0,0.105,0,0,0,0,0.005,0,0,0.42,0.84,0
2025-07-07T15:10:25.792Z,2025-07-07T11:10:25,"Ground Flax Seeds","gram",12,12,"null",112.14,6.0648,8.8536,3.8409,0.7692,0,1.5807,6.0333,0,6.3,5.733,0.3255,0,0,53.55,1.2033,170.73,0,0.126,0,0,0,0,0.0993,0.0651,0,82.32,134.82,0
2025-07-07T15:10:25.792Z,2025-07-07T11:10:25,"Ground Cinnamon","stick whole",1,1.3,"null",3.211,1.0477,0.0161,0.0519,0.0045,0,0.0032,0.0009,0,0.13,0.6903,0.0282,0,0,13.026,0.1082,5.603,3.835,0.0494,0,0,0,0,0.0021,0.0302,0,0.78,0.832,0
2025-07-07T15:10:25.792Z,2025-07-07T11:10:25,"Soy Milk","cup",1,244,"null",105,12,4,8,1,0,0,0,0,115,0,0,0,5,300,1,298,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-07T12:25:33.000Z,2025-07-07T08:25:33,"Slice of Rye Bread","slice, regular",1,32,"null",82.88,15.456,1.056,2.72,0.2003,0,0.4195,0.2557,0,192.96,1.856,1.232,0,0,23.36,0.9056,53.12,2.24,0.128,0,0,0,0,0.024,0.1056,0,12.8,40,0
2025-07-07T12:25:33.000Z,2025-07-07T08:25:33,"Boiled Eggs","large",2,128,"null",198.4,1.4336,13.5808,16.1024,4.1818,0,5.2186,1.8099,477.44,158.72,0,1.4336,0,2.816,64,1.5232,161.28,665.6,0,0,0,1.4208,0,0.1549,1.3184,0,12.8,220.16,0
2025-07-07T12:25:33.000Z,2025-07-07T08:25:33,"Olive Oil","tbsp",0.5,6.75,"null",119.34,0,13.5,0,1.8641,0,9.8497,1.4206,0,0.27,0,0,0,0,0.135,0.0756,0.135,0,0,0,0,0,0,0,1.9373,0,0,0,0
2025-07-07T12:25:33.000Z,2025-07-07T08:25:33,"Avocado","avocado",0.5,100.5,"null",321.6,17.1453,29.4666,4.02,4.2733,0,19.696,3.6502,0,14.07,13.467,1.3266,0,0,24.12,1.1055,974.85,0,20.1,0,0,0,0,0.5166,4.1607,0,58.29,104.52,0
2025-07-07T12:25:33.000Z,2025-07-07T08:25:33,"Generic Can of Tomato Sauce","cup",0.25,61.25,"null",29.4,6.5048,0.3675,1.47,0.0502,0,0.0539,0.1482,0,13.475,1.8375,4.361,0,0,17.15,1.176,363.825,532.875,8.575,0,0,0,0,0.1201,1.764,0,18.375,33.075,0
2025-07-07T12:25:33.000Z,2025-07-07T08:25:33,"Peaches","medium (2-2/3" dia)",1,150,"null",58.5,14.31,0.375,1.365,0.0285,0,0.1005,0.129,0,0,2.25,12.585,0,0,9,0.375,285,489,9.9,0,0,0,0,0.0375,1.095,0,13.5,30,0