date,active_kcal,basal_kcal,resting_hr_bpm,hrv_sdnn_ms,vo2max_ml_kg_min,total_min,core_min,deep_min,rem_min,inbed_min,active_kcal_lag1,basal_kcal_lag1,resting_hr_bpm_lag1,hrv_sdnn_ms_lag1,vo2max_ml_kg_min_lag1,total_min_lag1,core_min_lag1,deep_min_lag1,rem_min_lag1,inbed_min_lag1,energy_score
2025-04-07 00:00:00+00:00,89.06900000000003,375.1877125826167,0.0,111.56458251358615,0.0,,,,,,,,,,,,,,,,464.25671258261673
2025-04-08 00:00:00+00:00,391.37400000000054,1607.1183169703186,56.0,96.49279172452293,33.64,300.5,184.5,53.0,61.0,0.0,89.06900000000003,375.1877125826167,0.0,111.56458251358615,0.0,,,,,,1998.492316970319
2025-04-09 00:00:00+00:00,333.4185601655433,1634.4045488280901,62.00000000000001,121.03702368215606,0.0,,,,,,391.37400000000054,1607.1183169703186,56.0,96.49279172452293,33.64,300.5,184.5,53.0,61.0,0.0,1967.8231089936335
2025-04-10 00:00:00+00:00,305.98843983445647,1606.1472317000748,54.0,105.23376189799413,0.0,545.5,299.5,101.0,134.0,0.0,333.4185601655433,1634.4045488280901,62.00000000000001,121.03702368215606,0.0,,,,,,1912.1356715345314
2025-04-11 00:00:00+00:00,372.53700000000015,1640.9965175477867,64.0,120.58371981565399,0.0,454.0,285.0,26.5,133.0,0.0,305.98843983445647,1606.1472317000748,54.0,105.23376189799413,0.0,545.5,299.5,101.0,134.0,0.0,2013.5335175477867
2025-04-12 00:00:00+00:00,255.4856248715106,1585.927824369936,56.0,108.31784880228017,0.0,418.0,277.5,15.5,124.5,0.0,372.53700000000015,1640.9965175477867,64.0,120.58371981565399,0.0,454.0,285.0,26.5,133.0,0.0,1841.4134492414464
2025-04-13 00:00:00+00:00,452.2263751284902,1684.2097427508027,56.0,137.46753339452437,0.0,407.5,245.0,73.5,87.5,0.0,255.4856248715106,1585.927824369936,56.0,108.31784880228017,0.0,418.0,277.5,15.5,124.5,0.0,2136.436117879293
2025-04-14 00:00:00+00:00,225.88800000000032,1592.6605365129924,61.0,104.00039110198674,0.0,,,,,,452.2263751284902,1684.2097427508027,56.0,137.46753339452437,0.0,407.5,245.0,73.5,87.5,0.0,1818.5485365129928
2025-04-15 00:00:00+00:00,487.82999999999913,1678.649630302343,61.0,98.1089818402764,34.44,399.5,184.5,87.0,125.5,0.0,225.88800000000032,1592.6605365129924,61.0,104.00039110198674,0.0,,,,,,2166.4796303023422
2025-04-16 00:00:00+00:00,623.3740000000017,1731.9257217985962,62.00000000000001,75.50023711310183,34.1,413.5,239.5,70.0,100.0,0.0,487.82999999999913,1678.649630302343,61.0,98.1089818402764,34.44,399.5,184.5,87.0,125.5,0.0,2355.299721798598
2025-04-17 00:00:00+00:00,487.843000000023,1322.0933400568947,65.0,88.8109700784832,33.8,383.0,229.5,83.0,63.5,0.0,623.3740000000017,1731.9257217985962,62.00000000000001,75.50023711310183,34.1,413.5,239.5,70.0,100.0,0.0,1809.9363400569177
2025-04-18 00:00:00+00:00,488.83300000000014,1682.6070644605823,64.0,91.36201923466952,0.0,490.0,309.0,60.5,115.5,0.0,487.843000000023,1322.0933400568947,65.0,88.8109700784832,33.8,383.0,229.5,83.0,63.5,0.0,2171.4400644605826
2025-04-19 00:00:00+00:00,345.32299999999935,1587.223261637469,57.0,63.11494575748424,33.73,296.5,128.5,19.0,17.0,0.0,488.83300000000014,1682.6070644605823,64.0,91.36201923466952,0.0,490.0,309.0,60.5,115.5,0.0,1932.5462616374684
2025-04-20 00:00:00+00:00,459.57999999999987,1673.336913947939,58.0,122.06250738762354,0.0,430.0,0.0,0.0,0.0,0.0,345.32299999999935,1587.223261637469,57.0,63.11494575748424,33.73,296.5,128.5,19.0,17.0,0.0,2132.9169139479386
2025-04-21 00:00:00+00:00,418.3970000000001,1655.2543097257778,62.00000000000001,117.28512996184017,0.0,428.0,285.0,46.0,96.5,0.0,459.57999999999987,1673.336913947939,58.0,122.06250738762354,0.0,430.0,0.0,0.0,0.0,0.0,2073.651309725778
2025-04-22 00:00:00+00:00,472.8799999999992,1619.6251641786212,65.0,82.02647663166852,34.09,404.0,186.5,68.0,59.0,0.0,418.3970000000001,1655.2543097257778,62.00000000000001,117.28512996184017,0.0,428.0,285.0,46.0,96.5,0.0,2092.5051641786204
2025-04-23 00:00:00+00:00,422.7640000000002,1627.9641626287566,72.0,96.73988966339547,33.3,419.0,253.5,68.0,96.0,0.0,472.8799999999992,1619.6251641786212,65.0,82.02647663166852,34.09,404.0,186.5,68.0,59.0,0.0,2050.7281626287568
2025-04-24 00:00:00+00:00,411.6850000000001,1138.0828526217417,65.0,89.23218828722058,33.27,128.5,86.0,30.0,12.5,0.0,422.7640000000002,1627.9641626287566,72.0,96.73988966339547,33.3,419.0,253.5,68.0,96.0,0.0,1549.767852621742
2025-04-25 00:00:00+00:00,287.14899999999983,1521.7292505418602,66.0,105.26024460724092,33.64,466.5,276.0,51.5,138.0,0.0,411.6850000000001,1138.0828526217417,65.0,89.23218828722058,33.27,128.5,86.0,30.0,12.5,0.0,1808.87825054186
2025-04-26 00:00:00+00:00,359.53899999999976,1626.9776879206222,57.0,101.85355843331429,0.0,368.5,224.0,20.0,122.5,0.0,287.14899999999983,1521.7292505418602,66.0,105.26024460724092,33.64,466.5,276.0,51.5,138.0,0.0,1986.516687920622
2025-04-27 00:00:00+00:00,229.0000917985265,1535.3205698789923,50.0,139.03539750090113,0.0,436.5,244.0,66.0,98.5,0.0,359.53899999999976,1626.9776879206222,57.0,101.85355843331429,0.0,368.5,224.0,20.0,122.5,0.0,1764.3206616775187
2025-04-28 00:00:00+00:00,301.9689082014737,1587.2917881888231,62.00000000000001,86.84024948476856,0.0,401.5,227.5,46.0,123.5,0.0,229.0000917985265,1535.3205698789923,50.0,139.03539750090113,0.0,436.5,244.0,66.0,98.5,0.0,1889.2606963902967
2025-04-29 00:00:00+00:00,446.4288920182784,1613.227422953442,61.0,104.2849351850699,0.0,,,,,,301.9689082014737,1587.2917881888231,62.00000000000001,86.84024948476856,0.0,401.5,227.5,46.0,123.5,0.0,2059.6563149717203
2025-04-30 00:00:00+00:00,354.9671079817214,1553.7998027935046,59.0,73.40209731649509,0.0,342.0,182.5,69.5,84.5,0.0,446.4288920182784,1613.227422953442,61.0,104.2849351850699,0.0,,,,,,1908.766910775226
2025-05-01 00:00:00+00:00,307.59200000000055,1438.0049846090342,57.0,140.24302466655575,33.35,492.0,285.5,78.5,125.0,0.0,354.9671079817214,1553.7998027935046,59.0,73.40209731649509,0.0,342.0,182.5,69.5,84.5,0.0,1745.5969846090347
2025-05-02 00:00:00+00:00,330.15199999999993,1605.1289055210723,71.0,80.43976654849499,0.0,423.5,219.0,26.0,129.0,0.0,307.59200000000055,1438.0049846090342,57.0,140.24302466655575,33.35,492.0,285.5,78.5,125.0,0.0,1935.2809055210723
2025-05-03 00:00:00+00:00,389.4300000000001,1558.6350971072263,70.0,44.64850584463932,33.78,361.5,260.5,13.0,82.0,0.0,330.15199999999993,1605.1289055210723,71.0,80.43976654849499,0.0,423.5,219.0,26.0,129.0,0.0,1948.0650971072264
2025-05-04 00:00:00+00:00,270.47280524722936,1602.4786392371461,66.0,92.25264943812597,0.0,454.5,267.0,68.0,109.5,0.0,389.4300000000001,1558.6350971072263,70.0,44.64850584463932,33.78,361.5,260.5,13.0,82.0,0.0,1872.9514444843755
2025-05-05 00:00:00+00:00,516.8281947527706,1701.9325239453976,62.00000000000001,78.23741646792016,0.0,388.0,211.0,30.0,129.5,0.0,270.47280524722936,1602.4786392371461,66.0,92.25264943812597,0.0,454.5,267.0,68.0,109.5,0.0,2218.760718698168
2025-05-06 00:00:00+00:00,438.6169999999999,1670.532449243352,56.0,85.92023549837488,0.0,23.0,21.5,0.0,0.0,0.0,516.8281947527706,1701.9325239453976,62.00000000000001,78.23741646792016,0.0,388.0,211.0,30.0,129.5,0.0,2109.1494492433517
2025-05-07 00:00:00+00:00,477.79900000000004,1683.3800177376827,50.0,109.13438112858822,0.0,429.5,250.0,42.5,133.0,0.0,438.6169999999999,1670.532449243352,56.0,85.92023549837488,0.0,23.0,21.5,0.0,0.0,0.0,2161.179017737683
2025-05-08 00:00:00+00:00,458.1899999999997,1645.8943089399138,51.0,96.60838460463235,0.0,95.5,0.0,0.0,0.0,0.0,477.79900000000004,1683.3800177376827,50.0,109.13438112858822,0.0,429.5,250.0,42.5,133.0,0.0,2104.0843089399136
2025-05-09 00:00:00+00:00,473.80061220745813,1695.9548901077706,53.0,74.91464000995583,0.0,430.0,277.0,52.0,96.0,0.0,458.1899999999997,1645.8943089399138,51.0,96.60838460463235,0.0,95.5,0.0,0.0,0.0,0.0,2169.7555023152286
2025-05-10 00:00:00+00:00,295.30138779254185,1609.5168486079053,51.0,91.00702357101659,0.0,404.5,263.5,61.5,75.0,0.0,473.80061220745813,1695.9548901077706,53.0,74.91464000995583,0.0,430.0,277.0,52.0,96.0,0.0,1904.8182364004472
2025-05-11 00:00:00+00:00,479.63200000000006,1694.0203655480354,53.0,122.72332840001305,0.0,422.5,286.5,38.0,95.5,0.0,295.30138779254185,1609.5168486079053,51.0,91.00702357101659,0.0,404.5,263.5,61.5,75.0,0.0,2173.6523655480355
2025-05-12 00:00:00+00:00,260.28399999999993,1589.7747455580065,54.0,164.53106722616442,0.0,441.5,261.5,57.5,117.0,0.0,479.63200000000006,1694.0203655480354,53.0,122.72332840001305,0.0,422.5,286.5,38.0,95.5,0.0,1850.0587455580064
2025-05-13 00:00:00+00:00,403.009,1669.1244560886214,53.0,156.3510103696499,0.0,478.5,253.0,92.0,117.0,0.0,260.28399999999993,1589.7747455580065,54.0,164.53106722616442,0.0,441.5,261.5,57.5,117.0,0.0,2072.1334560886216
2025-05-14 00:00:00+00:00,402.3310000000002,1641.0774060402268,50.0,162.10691646217694,0.0,440.0,298.0,20.0,116.5,0.0,403.009,1669.1244560886214,53.0,156.3510103696499,0.0,478.5,253.0,92.0,117.0,0.0,2043.408406040227
2025-05-15 00:00:00+00:00,378.313,1611.8061566609251,71.0,98.88579085179963,0.0,0.0,0.0,0.0,0.0,360.0,402.3310000000002,1641.0774060402268,50.0,162.10691646217694,0.0,440.0,298.0,20.0,116.5,0.0,1990.119156660925
2025-05-16 00:00:00+00:00,321.3899999999999,1571.2444347494738,59.0,103.94346202769742,0.0,400.0,265.5,55.5,77.0,0.0,378.313,1611.8061566609251,71.0,98.88579085179963,0.0,0.0,0.0,0.0,0.0,360.0,1892.6344347494737
2025-05-17 00:00:00+00:00,540.2737409502681,1686.404971493973,51.0,75.41770054707997,0.0,420.5,244.5,54.5,112.0,0.0,321.3899999999999,1571.2444347494738,59.0,103.94346202769742,0.0,400.0,265.5,55.5,77.0,0.0,2226.6787124442412
2025-05-18 00:00:00+00:00,445.3347516352724,1666.157356087202,53.0,176.4178274417014,0.0,418.5,253.0,44.0,83.0,0.0,540.2737409502681,1686.404971493973,51.0,75.41770054707997,0.0,420.5,244.5,54.5,112.0,0.0,2111.4921077224744
2025-05-19 00:00:00+00:00,400.3187625030544,1643.7347241568486,59.0,116.48692797907934,0.0,274.5,185.5,12.0,69.5,0.0,445.3347516352724,1666.157356087202,53.0,176.4178274417014,0.0,418.5,253.0,44.0,83.0,0.0,2044.053486659903
2025-05-20 00:00:00+00:00,293.64474491140487,1564.8321212573724,59.0,93.47330715461207,0.0,170.0,0.0,0.0,0.0,0.0,400.3187625030544,1643.7347241568486,59.0,116.48692797907934,0.0,274.5,185.5,12.0,69.5,0.0,1858.4768661687772
2025-05-21 00:00:00+00:00,401.4800000000001,1631.9742683307989,51.0,108.84196130557122,0.0,457.0,238.5,95.0,123.5,0.0,293.64474491140487,1564.8321212573724,59.0,93.47330715461207,0.0,170.0,0.0,0.0,0.0,0.0,2033.4542683307989
2025-05-22 00:00:00+00:00,449.0370000000001,1655.1962442457386,56.0,106.46582861214567,0.0,462.5,284.0,45.5,127.0,0.0,401.4800000000001,1631.9742683307989,51.0,108.84196130557122,0.0,457.0,238.5,95.0,123.5,0.0,2104.2332442457387
2025-05-23 00:00:00+00:00,447.2416385932054,1641.7595756730143,59.0,69.8364966274775,0.0,418.5,267.5,37.0,111.0,0.0,449.0370000000001,1655.1962442457386,56.0,106.46582861214567,0.0,462.5,284.0,45.5,127.0,0.0,2089.00121426622
2025-05-24 00:00:00+00:00,539.8719596660501,1682.5013349672847,61.0,80.47062045375907,0.0,395.5,239.0,42.5,101.5,0.0,447.2416385932054,1641.7595756730143,59.0,69.8364966274775,0.0,418.5,267.5,37.0,111.0,0.0,2222.373294633335
2025-05-25 00:00:00+00:00,505.6204017407449,1668.4746689433916,53.0,120.4077053451275,0.0,375.5,250.5,40.5,81.5,0.0,539.8719596660501,1682.5013349672847,61.0,80.47062045375907,0.0,395.5,239.0,42.5,101.5,0.0,2174.0950706841368
2025-05-26 00:00:00+00:00,464.6249999999998,1655.0717758212984,54.0,157.67706231312073,0.0,397.5,239.0,53.5,104.5,0.0,505.6204017407449,1668.4746689433916,53.0,120.4077053451275,0.0,375.5,250.5,40.5,81.5,0.0,2119.696775821298
2025-05-27 00:00:00+00:00,400.51960633630694,1624.8390370917937,51.0,201.28984389554878,0.0,481.0,225.0,46.0,90.5,0.0,464.6249999999998,1655.0717758212984,54.0,157.67706231312073,0.0,397.5,239.0,53.5,104.5,0.0,2025.3586434281005
2025-05-28 00:00:00+00:00,142.11302021620543,1492.601986607747,65.0,47.6616375554135,0.0,443.0,39.0,22.5,6.5,0.0,400.51960633630694,1624.8390370917937,51.0,201.28984389554878,0.0,481.0,225.0,46.0,90.5,0.0,1634.7150068239525
2025-05-29 00:00:00+00:00,323.04067331301627,1598.428760434381,55.0,83.43921439405288,0.0,481.5,317.0,45.5,111.5,0.0,142.11302021620543,1492.601986607747,65.0,47.6616375554135,0.0,443.0,39.0,22.5,6.5,0.0,1921.4694337473973
2025-05-30 00:00:00+00:00,475.4847001344712,1593.7807180863654,64.0,76.93948771602442,0.0,,,,,,323.04067331301627,1598.428760434381,55.0,83.43921439405288,0.0,481.5,317.0,45.5,111.5,0.0,2069.2654182208366
2025-05-31 00:00:00+00:00,273.48657102429917,1555.099577115559,70.0,132.06989434914888,0.0,476.0,303.0,49.0,97.0,0.0,475.4847001344712,1593.7807180863654,64.0,76.93948771602442,0.0,,,,,,1828.586148139858
2025-06-01 00:00:00+00:00,266.346380542321,1576.088818529825,61.0,96.694808384401,0.0,444.0,288.5,43.5,92.0,0.0,273.48657102429917,1555.099577115559,70.0,132.06989434914888,0.0,476.0,303.0,49.0,97.0,0.0,1842.435199072146
2025-06-02 00:00:00+00:00,219.23104843338018,1418.2454565566552,58.0,127.38159466207871,0.0,446.5,283.5,21.5,125.0,0.0,266.346380542321,1576.088818529825,61.0,96.694808384401,0.0,444.0,288.5,43.5,92.0,0.0,1637.4765049900354
2025-06-03 00:00:00+00:00,400.006,1597.31664523965,66.0,138.2718260786184,0.0,413.0,300.5,11.5,67.5,0.0,219.23104843338018,1418.2454565566552,58.0,127.38159466207871,0.0,446.5,283.5,21.5,125.0,0.0,1997.3226452396498
2025-06-04 00:00:00+00:00,325.0939999999999,1621.1780368891725,57.0,122.82534794857091,0.0,532.0,381.0,49.0,88.5,0.0,400.006,1597.31664523965,66.0,138.2718260786184,0.0,413.0,300.5,11.5,67.5,0.0,1946.2720368891723
2025-06-05 00:00:00+00:00,272.76143365588973,1541.9211569115864,58.0,133.39143341753095,0.0,479.5,326.5,25.0,109.0,0.0,325.0939999999999,1621.1780368891725,57.0,122.82534794857091,0.0,532.0,381.0,49.0,88.5,0.0,1814.6825905674762
2025-06-06 00:00:00+00:00,378.3829197299019,1656.3822685249193,59.0,64.63367820919332,0.0,302.5,157.0,59.0,60.5,0.0,272.76143365588973,1541.9211569115864,58.0,133.39143341753095,0.0,479.5,326.5,25.0,109.0,0.0,2034.7651882548212
2025-06-07 00:00:00+00:00,273.0506466142082,1576.3091644867143,60.0,145.96991266718135,0.0,456.0,323.5,47.5,63.5,0.0,378.3829197299019,1656.3822685249193,59.0,64.63367820919332,0.0,302.5,157.0,59.0,60.5,0.0,1849.3598111009223
2025-06-08 00:00:00+00:00,306.39102015072103,1564.6505487355516,59.0,132.20531915846192,33.69,478.5,261.0,80.5,121.5,0.0,273.0506466142082,1576.3091644867143,60.0,145.96991266718135,0.0,456.0,323.5,47.5,63.5,0.0,1871.0415688862727
2025-06-09 00:00:00+00:00,358.31797984927925,1645.641189456201,59.0,134.77721311098801,0.0,511.0,266.0,64.5,179.0,0.0,306.39102015072103,1564.6505487355516,59.0,132.20531915846192,33.69,478.5,261.0,80.5,121.5,0.0,2003.9591693054801
2025-06-10 00:00:00+00:00,275.50100000000003,1601.5187699578878,58.0,111.48279294169053,0.0,521.0,372.0,32.5,96.5,0.0,358.31797984927925,1645.641189456201,59.0,134.77721311098801,0.0,511.0,266.0,64.5,179.0,0.0,1877.0197699578878
2025-06-11 00:00:00+00:00,376.0569999999998,1587.0709894800477,64.0,111.21855378405729,0.0,458.0,285.0,29.5,140.5,0.0,275.50100000000003,1601.5187699578878,58.0,111.48279294169053,0.0,521.0,372.0,32.5,96.5,0.0,1963.1279894800475
2025-06-12 00:00:00+00:00,304.363,1625.910088631683,62.00000000000001,77.25891428558496,0.0,400.0,0.0,0.0,0.0,400.0,376.0569999999998,1587.0709894800477,64.0,111.21855378405729,0.0,458.0,285.0,29.5,140.5,0.0,1930.273088631683
2025-06-13 00:00:00+00:00,561.0831844325346,1613.9119285348463,64.0,95.04668168071154,34.0,457.5,308.0,48.5,94.5,0.0,304.363,1625.910088631683,62.00000000000001,77.25891428558496,0.0,400.0,0.0,0.0,0.0,400.0,2174.995112967381
2025-06-14 00:00:00+00:00,394.7218155674673,1592.4217681248429,64.0,109.75337982534325,35.04,461.0,276.5,39.0,137.0,0.0,561.0831844325346,1613.9119285348463,64.0,95.04668168071154,34.0,457.5,308.0,48.5,94.5,0.0,1987.1435836923101
2025-06-15 00:00:00+00:00,416.3547693651058,1656.2998561031857,54.0,166.0031215997143,0.0,469.0,312.0,22.5,110.5,0.0,394.7218155674673,1592.4217681248429,64.0,109.75337982534325,35.04,461.0,276.5,39.0,137.0,0.0,2072.6546254682917
2025-06-16 00:00:00+00:00,241.66223063489434,1591.781163643755,59.0,107.01593793245908,0.0,535.0,334.5,64.5,124.5,0.0,416.3547693651058,1656.2998561031857,54.0,166.0031215997143,0.0,469.0,312.0,22.5,110.5,0.0,1833.4433942786493
2025-06-17 00:00:00+00:00,417.8236315971641,1590.7388076297204,66.0,46.533023383497174,0.0,471.5,262.0,75.0,119.0,0.0,241.66223063489434,1591.781163643755,59.0,107.01593793245908,0.0,535.0,334.5,64.5,124.5,0.0,2008.5624392268846
2025-06-18 00:00:00+00:00,429.2731990550753,1636.7005686127638,68.0,59.11022050419777,33.01,507.0,378.5,15.0,112.0,0.0,417.8236315971641,1590.7388076297204,66.0,46.533023383497174,0.0,471.5,262.0,75.0,119.0,0.0,2065.973767667839
2025-06-19 00:00:00+00:00,451.4811693477605,1619.4583513657378,66.0,81.20736855609918,0.0,458.0,307.5,34.5,105.5,0.0,429.2731990550753,1636.7005686127638,68.0,59.11022050419777,33.01,507.0,378.5,15.0,112.0,0.0,2070.9395207134985
2025-06-20 00:00:00+00:00,316.02000000000027,1625.2896808392409,65.0,69.91005252166809,0.0,631.5,448.5,57.5,100.5,0.0,451.4811693477605,1619.4583513657378,66.0,81.20736855609918,0.0,458.0,307.5,34.5,105.5,0.0,1941.309680839241
2025-06-21 00:00:00+00:00,379.4450000000001,1607.5283058224843,71.0,61.0245431206741,0.0,466.5,302.5,18.5,139.5,0.0,316.02000000000027,1625.2896808392409,65.0,69.91005252166809,0.0,631.5,448.5,57.5,100.5,0.0,1986.9733058224845
2025-06-22 00:00:00+00:00,539.8700489019918,1606.5702192616484,65.0,77.56864531304005,0.0,458.0,280.5,48.5,117.0,0.0,379.4450000000001,1607.5283058224843,71.0,61.0245431206741,0.0,466.5,302.5,18.5,139.5,0.0,2146.44026816364
2025-06-23 00:00:00+00:00,270.0909510980129,1591.61324901341,63.0,47.78951479730133,0.0,463.5,290.5,23.5,119.0,0.0,539.8700489019918,1606.5702192616484,65.0,77.56864531304005,0.0,458.0,280.5,48.5,117.0,0.0,1861.704200111423
2025-06-24 00:00:00+00:00,563.2446421502426,1688.5193697316872,66.0,68.72839762145746,0.0,374.5,252.5,40.0,80.5,0.0,270.0909510980129,1591.61324901341,63.0,47.78951479730133,0.0,463.5,290.5,23.5,119.0,0.0,2251.76401188193
2025-06-25 00:00:00+00:00,406.0773578497577,1609.3157229829214,70.0,45.27008906261738,0.0,454.0,295.0,57.5,87.5,0.0,563.2446421502426,1688.5193697316872,66.0,68.72839762145746,0.0,374.5,252.5,40.0,80.5,0.0,2015.393080832679
2025-06-26 00:00:00+00:00,272.9083754059186,1621.74376819143,68.0,81.20809563016411,0.0,451.5,323.5,18.5,101.5,0.0,406.0773578497577,1609.3157229829214,70.0,45.27008906261738,0.0,454.0,295.0,57.5,87.5,0.0,1894.6521435973486
2025-06-27 00:00:00+00:00,608.6691958156438,1665.0698612728675,59.0,107.33708851462457,0.0,431.5,287.5,49.0,89.0,0.0,272.9083754059186,1621.74376819143,68.0,81.20809563016411,0.0,451.5,323.5,18.5,101.5,0.0,2273.7390570885113
2025-06-28 00:00:00+00:00,396.76686613820044,1615.368926567582,53.0,79.04253607974601,32.55,463.0,257.5,41.5,75.0,0.0,608.6691958156438,1665.0698612728675,59.0,107.33708851462457,0.0,431.5,287.5,49.0,89.0,0.0,2012.1357927057825
2025-06-29 00:00:00+00:00,576.349562640234,1651.8679780884493,56.0,85.97578811869023,0.0,331.5,189.0,42.5,82.5,0.0,396.76686613820044,1615.368926567582,53.0,79.04253607974601,32.55,463.0,257.5,41.5,75.0,0.0,2228.217540728683
2025-06-30 00:00:00+00:00,584.7539999999997,1698.2861057312298,59.0,62.94069586903727,32.0,508.0,360.0,68.5,69.5,0.0,576.349562640234,1651.8679780884493,56.0,85.97578811869023,0.0,331.5,189.0,42.5,82.5,0.0,2283.0401057312292
2025-07-01 00:00:00+00:00,278.545,1580.4811536397951,70.0,51.46688806755871,0.0,580.5,230.0,30.5,88.5,0.0,584.7539999999997,1698.2861057312298,59.0,62.94069586903727,32.0,508.0,360.0,68.5,69.5,0.0,1859.0261536397952
2025-07-02 00:00:00+00:00,520.6390000000085,1643.5645509893961,71.0,60.61266912594404,32.17,626.5,467.5,50.0,104.5,0.0,278.545,1580.4811536397951,70.0,51.46688806755871,0.0,580.5,230.0,30.5,88.5,0.0,2164.203550989405
2025-07-03 00:00:00+00:00,615.1860000000005,1660.6159459948226,67.0,75.91532406128412,31.98,546.5,328.5,68.0,136.5,0.0,520.6390000000085,1643.5645509893961,71.0,60.61266912594404,32.17,626.5,467.5,50.0,104.5,0.0,2275.801945994823
2025-07-04 00:00:00+00:00,459.3250000000003,1621.7110613729149,65.0,75.91967895721645,32.1,391.5,240.5,31.5,108.5,0.0,615.1860000000005,1660.6159459948226,67.0,75.91532406128412,31.98,546.5,328.5,68.0,136.5,0.0,2081.0360613729154
2025-07-05 00:00:00+00:00,709.2216650667183,1629.2872312747018,61.0,114.04907939338399,32.46,557.0,339.0,54.0,98.0,0.0,459.3250000000003,1621.7110613729149,65.0,75.91967895721645,32.1,391.5,240.5,31.5,108.5,0.0,2338.50889634142
2025-07-06 00:00:00+00:00,587.0713349332782,1620.4952594299266,65.0,97.25206964625265,0.0,530.0,153.0,36.0,70.0,0.0,709.2216650667183,1629.2872312747018,61.0,114.04907939338399,32.46,557.0,339.0,54.0,98.0,0.0,2207.566594363205
2025-07-07 00:00:00+00:00,390.2290000000013,1615.7253394512397,56.0,138.49923845223964,32.89,504.5,334.5,48.0,115.5,0.0,587.0713349332782,1620.4952594299266,65.0,97.25206964625265,0.0,530.0,153.0,36.0,70.0,0.0,2005.9543394512411
